FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Date
29,Missouri,1986,9,3779680.0,2490723.0,65.9,2330403.0,61.7,160320.0,6.4,1986-09-01
30,Montana,1986,9,598726.0,403044.0,67.3,371101.0,62.0,31943.0,7.9,1986-09-01
31,Nebraska,1986,9,1153152.0,797731.0,69.2,760382.0,65.9,37349.0,4.7,1986-09-01
32,Nevada,1986,9,775433.0,563867.0,72.7,529280.0,68.3,34587.0,6.1,1986-09-01
33,New Hampshire,1986,9,781535.0,560713.0,71.7,547741.0,70.1,12972.0,2.3,1986-09-01
34,New Jersey,1986,9,5947963.0,3904035.0,65.6,3717996.0,62.5,186039.0,4.8,1986-09-01
35,New Mexico,1986,9,1069601.0,676507.0,63.2,613002.0,57.3,63505.0,9.4,1986-09-01
36,New York,1986,9,13868192.0,8517657.0,61.4,8013781.0,57.8,503876.0,5.9,1986-09-01
51000,New York city,1986,9,5794017.0,3220242.0,55.6,2999246.0,51.8,220996.0,6.9,1986-09-01
37,North Carolina,1986,9,4791910.0,3237372.0,67.6,3064015.0,63.9,173357.0,5.4,1986-09-01
38,North Dakota,1986,9,475035.0,323871.0,68.2,306373.0,64.5,17498.0,5.4,1986-09-01
39,Ohio,1986,9,8039317.0,5188637.0,64.5,4761820.0,59.2,426817.0,8.2,1986-09-01
40,Oklahoma,1986,9,2391993.0,1568264.0,65.6,1431996.0,59.9,136268.0,8.7,1986-09-01
41,Oregon,1986,9,2063937.0,1371816.0,66.5,1268390.0,61.5,103426.0,7.5,1986-09-01
42,Pennsylvania,1986,9,9109710.0,5541377.0,60.8,5171000.0,56.8,370377.0,6.7,1986-09-01
44,Rhode Island,1986,9,755071.0,507933.0,67.3,486399.0,64.4,21534.0,4.2,1986-09-01
45,South Carolina,1986,9,2460028.0,1604825.0,65.2,1507884.0,61.3,96941.0,6.0,1986-09-01
46,South Dakota,1986,9,500084.0,341200.0,68.2,325793.0,65.1,15407.0,4.5,1986-09-01
47,Tennessee,1986,9,3612303.0,2286527.0,63.3,2107228.0,58.3,179299.0,7.8,1986-09-01
48,Texas,1986,9,12139797.0,8270545.0,68.1,7502524.0,61.8,768021.0,9.3,1986-09-01
49,Utah,1986,9,1093114.0,765590.0,70.0,716770.0,65.6,48820.0,6.4,1986-09-01
50,Vermont,1986,9,403209.0,286796.0,71.1,274708.0,68.1,12088.0,4.2,1986-09-01
51,Virginia,1986,9,4348584.0,2960017.0,68.1,2816237.0,64.8,143780.0,4.9,1986-09-01
53,Washington,1986,9,3384579.0,2233521.0,66.0,2051668.0,60.6,181853.0,8.1,1986-09-01
54,West Virginia,1986,9,1428142.0,736275.0,51.6,648551.0,45.4,87724.0,11.9,1986-09-01
55,Wisconsin,1986,9,3588205.0,2441598.0,68.0,2279238.0,63.5,162360.0,6.6,1986-09-01
56,Wyoming,1986,9,348224.0,243387.0,69.9,222208.0,63.8,21179.0,8.7,1986-09-01
1,Alabama,1986,10,2982924.0,1842063.0,61.8,1667912.0,55.9,174151.0,9.5,1986-10-01
2,Alaska,1986,10,364776.0,263300.0,72.2,234094.0,64.2,29206.0,11.1,1986-10-01
4,Arizona,1986,10,2524784.0,1637671.0,64.9,1515809.0,60.0,121862.0,7.4,1986-10-01
5,Arkansas,1986,10,1746008.0,1069946.0,61.3,978344.0,56.0,91602.0,8.6,1986-10-01
6,California,1986,10,20722330.0,13830804.0,66.7,12911948.0,62.3,918856.0,6.6,1986-10-01
37,Los Angeles County,1986,10,6412376.0,4236360.0,66.1,3951973.0,61.6,284387.0,6.7,1986-10-01
8,Colorado,1986,10,2434560.0,1718649.0,70.6,1578816.0,64.9,139833.0,8.1,1986-10-01
9,Connecticut,1986,10,2527516.0,1765558.0,69.9,1701199.0,67.3,64359.0,3.6,1986-10-01
10,Delaware,1986,10,479328.0,325275.0,67.9,313126.0,65.3,12149.0,3.7,1986-10-01
11,District of Columbia,1986,10,500912.0,340494.0,68.0,315487.0,63.0,25007.0,7.3,1986-10-01
12,Florida,1986,10,9372454.0,5750213.0,61.4,5415150.0,57.8,335063.0,5.8,1986-10-01
13,Georgia,1986,10,4538180.0,3054418.0,67.3,2875928.0,63.4,178490.0,5.8,1986-10-01
15,Hawaii,1986,10,749699.0,496691.0,66.3,475238.0,63.4,21453.0,4.3,1986-10-01
16,Idaho,1986,10,704060.0,470602.0,66.8,430128.0,61.1,40474.0,8.6,1986-10-01
17,Illinois,1986,10,8546119.0,5603281.0,65.6,5158759.0,60.4,444522.0,7.9,1986-10-01
18,Indiana,1986,10,4060444.0,2707283.0,66.7,2528741.0,62.3,178542.0,6.6,1986-10-01
19,Iowa,1986,10,2085228.0,1410580.0,67.6,1320976.0,63.3,89604.0,6.4,1986-10-01
20,Kansas,1986,10,1795507.0,1239861.0,69.1,1174847.0,65.4,65014.0,5.2,1986-10-01
21,Kentucky,1986,10,2746683.0,1695424.0,61.7,1539453.0,56.0,155971.0,9.2,1986-10-01
22,Louisiana,1986,10,3141210.0,1927127.0,61.3,1682927.0,53.6,244200.0,12.7,1986-10-01
23,Maine,1986,10,885990.0,569041.0,64.2,539208.0,60.9,29833.0,5.2,1986-10-01
24,Maryland,1986,10,3473378.0,2423335.0,69.8,2309807.0,66.5,113528.0,4.7,1986-10-01
25,Massachusetts,1986,10,4623874.0,3108643.0,67.2,2985403.0,64.6,123240.0,4.0,1986-10-01
26,Michigan,1986,10,6871410.0,4422823.0,64.4,4042239.0,58.8,380584.0,8.6,1986-10-01
27,Minnesota,1986,10,3154929.0,2246543.0,71.2,2129279.0,67.5,117264.0,5.2,1986-10-01
28,Mississippi,1986,10,1849187.0,1142430.0,61.8,1010674.0,54.7,131756.0,11.5,1986-10-01
29,Missouri,1986,10,3782984.0,2494263.0,65.9,2334809.0,61.7,159454.0,6.4,1986-10-01
30,Montana,1986,10,597712.0,403133.0,67.4,371157.0,62.1,31976.0,7.9,1986-10-01
31,Nebraska,1986,10,1152825.0,798350.0,69.3,761115.0,66.0,37235.0,4.7,1986-10-01
32,Nevada,1986,10,779025.0,566369.0,72.7,531480.0,68.2,34889.0,6.2,1986-10-01
33,New Hampshire,1986,10,783499.0,561860.0,71.7,549230.0,70.1,12630.0,2.2,1986-10-01
34,New Jersey,1986,10,5952752.0,3903645.0,65.6,3724560.0,62.6,179085.0,4.6,1986-10-01
35,New Mexico,1986,10,1070702.0,677458.0,63.3,613470.0,57.3,63988.0,9.4,1986-10-01
36,New York,1986,10,13874008.0,8514519.0,61.4,8025106.0,57.8,489413.0,5.7,1986-10-01
51000,New York city,1986,10,5796207.0,3218300.0,55.5,3003250.0,51.8,215050.0,6.7,1986-10-01
37,North Carolina,1986,10,4799588.0,3244542.0,67.6,3072130.0,64.0,172412.0,5.3,1986-10-01
38,North Dakota,1986,10,474901.0,323641.0,68.1,306422.0,64.5,17219.0,5.3,1986-10-01
39,Ohio,1986,10,8044410.0,5192364.0,64.5,4768777.0,59.3,423587.0,8.2,1986-10-01
40,Oklahoma,1986,10,2388663.0,1564475.0,65.5,1430946.0,59.9,133529.0,8.5,1986-10-01
41,Oregon,1986,10,2066964.0,1372114.0,66.4,1272993.0,61.6,99121.0,7.2,1986-10-01
42,Pennsylvania,1986,10,9111883.0,5532873.0,60.7,5170132.0,56.7,362741.0,6.6,1986-10-01
44,Rhode Island,1986,10,755059.0,508460.0,67.3,486998.0,64.5,21462.0,4.2,1986-10-01
45,South Carolina,1986,10,2464014.0,1607789.0,65.3,1511096.0,61.3,96693.0,6.0,1986-10-01
46,South Dakota,1986,10,499926.0,341265.0,68.3,326043.0,65.2,15222.0,4.5,1986-10-01
47,Tennessee,1986,10,3616979.0,2287518.0,63.2,2109615.0,58.3,177903.0,7.8,1986-10-01
48,Texas,1986,10,12146950.0,8295822.0,68.3,7522608.0,61.9,773214.0,9.3,1986-10-01
49,Utah,1986,10,1093277.0,766429.0,70.1,716815.0,65.6,49614.0,6.5,1986-10-01
50,Vermont,1986,10,404139.0,287296.0,71.1,275214.0,68.1,12082.0,4.2,1986-10-01
51,Virginia,1986,10,4358027.0,2968794.0,68.1,2825863.0,64.8,142931.0,4.8,1986-10-01
53,Washington,1986,10,3391156.0,2239373.0,66.0,2057979.0,60.7,181394.0,8.1,1986-10-01
54,West Virginia,1986,10,1427826.0,735363.0,51.5,648683.0,45.4,86680.0,11.8,1986-10-01
55,Wisconsin,1986,10,3590105.0,2447502.0,68.2,2286788.0,63.7,160714.0,6.6,1986-10-01
56,Wyoming,1986,10,347133.0,242553.0,69.9,221275.0,63.7,21278.0,8.8,1986-10-01
1,Alabama,1986,11,2985544.0,1841583.0,61.7,1668535.0,55.9,173048.0,9.4,1986-11-01
2,Alaska,1986,11,363923.0,262789.0,72.2,233831.0,64.3,28958.0,11.0,1986-11-01
4,Arizona,1986,11,2532939.0,1640922.0,64.8,1518606.0,60.0,122316.0,7.5,1986-11-01
5,Arkansas,1986,11,1747735.0,1069920.0,61.2,978262.0,56.0,91658.0,8.6,1986-11-01
6,California,1986,11,20770151.0,13865370.0,66.8,12950689.0,62.4,914681.0,6.6,1986-11-01
37,Los Angeles County,1986,11,6422681.0,4242535.0,66.1,3960378.0,61.7,282157.0,6.7,1986-11-01
8,Colorado,1986,11,2436716.0,1719745.0,70.6,1577357.0,64.7,142388.0,8.3,1986-11-01
9,Connecticut,1986,11,2528968.0,1766393.0,69.8,1702441.0,67.3,63952.0,3.6,1986-11-01
10,Delaware,1986,11,480274.0,325973.0,67.9,314450.0,65.5,11523.0,3.5,1986-11-01
11,District of Columbia,1986,11,500159.0,341244.0,68.2,316316.0,63.2,24928.0,7.3,1986-11-01
12,Florida,1986,11,9396420.0,5771636.0,61.4,5437060.0,57.9,334576.0,5.8,1986-11-01
13,Georgia,1986,11,4548064.0,3060693.0,67.3,2882673.0,63.4,178020.0,5.8,1986-11-01
15,Hawaii,1986,11,750694.0,497764.0,66.3,476688.0,63.5,21076.0,4.2,1986-11-01
16,Idaho,1986,11,703998.0,470014.0,66.8,429832.0,61.1,40182.0,8.5,1986-11-01
17,Illinois,1986,11,8549137.0,5599915.0,65.5,5160258.0,60.4,439657.0,7.9,1986-11-01
18,Indiana,1986,11,4063509.0,2705010.0,66.6,2526152.0,62.2,178858.0,6.6,1986-11-01
19,Iowa,1986,11,2084572.0,1412275.0,67.7,1324319.0,63.5,87956.0,6.2,1986-11-01
20,Kansas,1986,11,1796162.0,1240880.0,69.1,1176452.0,65.5,64428.0,5.2,1986-11-01
21,Kentucky,1986,11,2747447.0,1693338.0,61.6,1537752.0,56.0,155586.0,9.2,1986-11-01
22,Louisiana,1986,11,3137317.0,1925275.0,61.4,1681371.0,53.6,243904.0,12.7,1986-11-01
23,Maine,1986,11,886977.0,569867.0,64.2,540473.0,60.9,29394.0,5.2,1986-11-01
24,Maryland,1986,11,3479306.0,2429312.0,69.8,2315163.0,66.5,114149.0,4.7,1986-11-01
25,Massachusetts,1986,11,4626566.0,3109084.0,67.2,2987179.0,64.6,121905.0,3.9,1986-11-01
26,Michigan,1986,11,6878321.0,4435392.0,64.5,4057540.0,59.0,377852.0,8.5,1986-11-01
27,Minnesota,1986,11,3157672.0,2248103.0,71.2,2130563.0,67.5,117540.0,5.2,1986-11-01
28,Mississippi,1986,11,1849915.0,1141126.0,61.7,1009949.0,54.6,131177.0,11.5,1986-11-01
29,Missouri,1986,11,3785280.0,2497204.0,66.0,2337852.0,61.8,159352.0,6.4,1986-11-01
30,Montana,1986,11,597696.0,403181.0,67.5,371190.0,62.1,31991.0,7.9,1986-11-01
31,Nebraska,1986,11,1152487.0,798537.0,69.3,761448.0,66.1,37089.0,4.6,1986-11-01
32,Nevada,1986,11,781588.0,568797.0,72.8,533497.0,68.3,35300.0,6.2,1986-11-01
33,New Hampshire,1986,11,785461.0,563465.0,71.7,550929.0,70.1,12536.0,2.2,1986-11-01
34,New Jersey,1986,11,5956537.0,3902703.0,65.5,3729793.0,62.6,172910.0,4.4,1986-11-01
