FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Date
1,Alabama,1976,1,2605000.0,1486509.0,57.1,1387606.0,53.3,98903.0,6.7,1976-01-01
2,Alaska,1976,1,232000.0,160709.0,69.3,149226.0,64.3,11483.0,7.1,1976-01-01
4,Arizona,1976,1,1621000.0,963980.0,59.5,865261.0,53.4,98719.0,10.2,1976-01-01
5,Arkansas,1976,1,1536000.0,889912.0,57.9,825233.0,53.7,64679.0,7.3,1976-01-01
6,California,1976,1,15621000.0,9770553.0,62.5,8873133.0,56.8,897420.0,9.2,1976-01-01
37,Los Angeles County,1976,1,5273000.0,3371503.0,63.9,3072632.0,58.3,298871.0,8.9,1976-01-01
8,Colorado,1976,1,1832000.0,1232215.0,67.3,1161075.0,63.4,71140.0,5.8,1976-01-01
9,Connecticut,1976,1,2248000.0,1440708.0,64.1,1301224.0,57.9,139484.0,9.7,1976-01-01
10,Delaware,1976,1,417000.0,261577.0,62.7,240636.0,57.7,20941.0,8.0,1976-01-01
11,District of Columbia,1976,1,520000.0,334885.0,64.4,305475.0,58.7,29410.0,8.8,1976-01-01
12,Florida,1976,1,6421000.0,3582095.0,55.8,3236530.0,50.4,345565.0,9.6,1976-01-01
13,Georgia,1976,1,3522000.0,2245347.0,63.8,2057594.0,58.4,187753.0,8.4,1976-01-01
15,Hawaii,1976,1,583000.0,407611.0,69.9,368546.0,63.2,39065.0,9.6,1976-01-01
16,Idaho,1976,1,580000.0,366151.0,63.1,345739.0,59.6,20412.0,5.6,1976-01-01
17,Illinois,1976,1,8127000.0,5124965.0,63.1,4785909.0,58.9,339056.0,6.6,1976-01-01
18,Indiana,1976,1,3789000.0,2425548.0,64.0,2266110.0,59.8,159438.0,6.6,1976-01-01
19,Iowa,1976,1,2066000.0,1330037.0,64.4,1271761.0,61.6,58276.0,4.4,1976-01-01
20,Kansas,1976,1,1635000.0,1066303.0,65.2,1021475.0,62.5,44828.0,4.2,1976-01-01
21,Kentucky,1976,1,2459000.0,1487555.0,60.5,1403925.0,57.1,83630.0,5.6,1976-01-01
22,Louisiana,1976,1,2672000.0,1519104.0,56.9,1422795.0,53.2,96309.0,6.3,1976-01-01
23,Maine,1976,1,764000.0,474334.0,62.1,433277.0,56.7,41057.0,8.7,1976-01-01
24,Maryland,1976,1,2954000.0,1898335.0,64.3,1775111.0,60.1,123224.0,6.5,1976-01-01
25,Massachusetts,1976,1,4194000.0,2717090.0,64.8,2430186.0,57.9,286904.0,10.6,1976-01-01
26,Michigan,1976,1,6417000.0,3952109.0,61.6,3561309.0,55.5,390800.0,9.9,1976-01-01
27,Minnesota,1976,1,2788000.0,1826878.0,65.5,1719782.0,61.7,107096.0,5.9,1976-01-01
28,Mississippi,1976,1,1640000.0,963896.0,58.8,899810.0,54.9,64086.0,6.6,1976-01-01
29,Missouri,1976,1,3464000.0,2095842.0,60.5,1969730.0,56.9,126112.0,6.0,1976-01-01
30,Montana,1976,1,531000.0,332098.0,62.5,312404.0,58.8,19694.0,5.9,1976-01-01
31,Nebraska,1976,1,1095000.0,708795.0,64.7,685821.0,62.6,22974.0,3.2,1976-01-01
32,Nevada,1976,1,451000.0,321823.0,71.4,292292.0,64.8,29531.0,9.2,1976-01-01
33,New Hampshire,1976,1,593000.0,390460.0,65.8,364957.0,61.5,25503.0,6.5,1976-01-01
34,New Jersey,1976,1,5358000.0,3294619.0,61.5,2957075.0,55.2,337544.0,10.2,1976-01-01
35,New Mexico,1976,1,792000.0,480333.0,60.6,438991.0,55.4,41342.0,8.6,1976-01-01
36,New York,1976,1,13196000.0,7661586.0,58.1,6872892.0,52.1,788694.0,10.3,1976-01-01
51000,New York city,1976,1,5694000.0,3066821.0,53.9,2722796.0,47.8,344025.0,11.2,1976-01-01
37,North Carolina,1976,1,3898000.0,2595504.0,66.6,2426320.0,62.2,169184.0,6.5,1976-01-01
38,North Dakota,1976,1,442000.0,277046.0,62.7,267218.0,60.5,9828.0,3.5,1976-01-01
39,Ohio,1976,1,7701000.0,4750448.0,61.7,4367375.0,56.7,383073.0,8.1,1976-01-01
40,Oklahoma,1976,1,1999000.0,1188164.0,59.4,1119186.0,56.0,68978.0,5.8,1976-01-01
41,Oregon,1976,1,1716000.0,1080995.0,63.0,978055.0,57.0,102940.0,9.5,1976-01-01
42,Pennsylvania,1976,1,8774000.0,5122095.0,58.4,4708756.0,53.7,413339.0,8.1,1976-01-01
44,Rhode Island,1976,1,691000.0,441116.0,63.8,406953.0,58.9,34163.0,7.7,1976-01-01
45,South Carolina,1976,1,1984000.0,1295681.0,65.3,1200635.0,60.5,95046.0,7.3,1976-01-01
46,South Dakota,1976,1,477000.0,309194.0,64.8,298921.0,62.7,10273.0,3.3,1976-01-01
47,Tennessee,1976,1,3078000.0,1836041.0,59.7,1725553.0,56.1,110488.0,6.0,1976-01-01
48,Texas,1976,1,8818000.0,5617371.0,63.7,5289253.0,60.0,328118.0,5.8,1976-01-01
49,Utah,1976,1,824000.0,517460.0,62.8,487236.0,59.1,30224.0,5.8,1976-01-01
50,Vermont,1976,1,339000.0,216108.0,63.7,197673.0,58.3,18435.0,8.5,1976-01-01
51,Virginia,1976,1,3534000.0,2327541.0,65.9,2187221.0,61.9,140320.0,6.0,1976-01-01
53,Washington,1976,1,2598000.0,1583782.0,61.0,1448684.0,55.8,135098.0,8.5,1976-01-01
54,West Virginia,1976,1,1352000.0,710106.0,52.5,657528.0,48.6,52578.0,7.4,1976-01-01
55,Wisconsin,1976,1,3245000.0,2129796.0,65.6,2006373.0,61.8,123423.0,5.8,1976-01-01
56,Wyoming,1976,1,270000.0,176413.0,65.3,169164.0,62.7,7249.0,4.1,1976-01-01
1,Alabama,1976,2,2610000.0,1485944.0,56.9,1387267.0,53.2,98677.0,6.6,1976-02-01
2,Alaska,1976,2,234000.0,160551.0,68.6,149125.0,63.7,11426.0,7.1,1976-02-01
4,Arizona,1976,2,1626000.0,963209.0,59.2,864530.0,53.2,98679.0,10.2,1976-02-01
5,Arkansas,1976,2,1538000.0,889658.0,57.8,824864.0,53.6,64794.0,7.3,1976-02-01
6,California,1976,2,15657000.0,9764813.0,62.4,8868962.0,56.6,895851.0,9.2,1976-02-01
37,Los Angeles County,1976,2,5283000.0,3370462.0,63.8,3072073.0,58.2,298389.0,8.9,1976-02-01
8,Colorado,1976,2,1837000.0,1231952.0,67.1,1160975.0,63.2,70977.0,5.8,1976-02-01
9,Connecticut,1976,2,2251000.0,1439906.0,64.0,1300335.0,57.8,139571.0,9.7,1976-02-01
10,Delaware,1976,2,418000.0,261472.0,62.6,240635.0,57.6,20837.0,8.0,1976-02-01
11,District of Columbia,1976,2,519000.0,334980.0,64.5,305566.0,58.9,29414.0,8.8,1976-02-01
12,Florida,1976,2,6437000.0,3581194.0,55.6,3235370.0,50.3,345824.0,9.7,1976-02-01
13,Georgia,1976,2,3528000.0,2244305.0,63.6,2056467.0,58.3,187838.0,8.4,1976-02-01
15,Hawaii,1976,2,585000.0,407502.0,69.7,368392.0,63.0,39110.0,9.6,1976-02-01
16,Idaho,1976,2,582000.0,365866.0,62.9,345490.0,59.4,20376.0,5.6,1976-02-01
17,Illinois,1976,2,8136000.0,5123702.0,63.0,4784923.0,58.8,338779.0,6.6,1976-02-01
18,Indiana,1976,2,3793000.0,2424654.0,63.9,2264847.0,59.7,159807.0,6.6,1976-02-01
19,Iowa,1976,2,2069000.0,1329761.0,64.3,1271348.0,61.4,58413.0,4.4,1976-02-01
20,Kansas,1976,2,1637000.0,1065778.0,65.1,1020934.0,62.4,44844.0,4.2,1976-02-01
21,Kentucky,1976,2,2465000.0,1487147.0,60.3,1403524.0,56.9,83623.0,5.6,1976-02-01
22,Louisiana,1976,2,2678000.0,1518384.0,56.7,1422409.0,53.1,95975.0,6.3,1976-02-01
23,Maine,1976,2,766000.0,474246.0,61.9,433187.0,56.6,41059.0,8.7,1976-02-01
24,Maryland,1976,2,2958000.0,1897481.0,64.1,1774571.0,60.0,122910.0,6.5,1976-02-01
25,Massachusetts,1976,2,4198000.0,2716289.0,64.7,2428737.0,57.9,287552.0,10.6,1976-02-01
26,Michigan,1976,2,6424000.0,3950701.0,61.5,3559095.0,55.4,391606.0,9.9,1976-02-01
27,Minnesota,1976,2,2793000.0,1825936.0,65.4,1718981.0,61.5,106955.0,5.9,1976-02-01
28,Mississippi,1976,2,1644000.0,963636.0,58.6,899653.0,54.7,63983.0,6.6,1976-02-01
29,Missouri,1976,2,3469000.0,2094667.0,60.4,1968740.0,56.8,125927.0,6.0,1976-02-01
30,Montana,1976,2,532000.0,332029.0,62.4,312378.0,58.7,19651.0,5.9,1976-02-01
31,Nebraska,1976,2,1096000.0,708466.0,64.6,685507.0,62.5,22959.0,3.2,1976-02-01
32,Nevada,1976,2,454000.0,321589.0,70.8,292023.0,64.3,29566.0,9.2,1976-02-01
33,New Hampshire,1976,2,595000.0,390099.0,65.6,364611.0,61.3,25488.0,6.5,1976-02-01
34,New Jersey,1976,2,5363000.0,3293649.0,61.4,2956551.0,55.1,337098.0,10.2,1976-02-01
35,New Mexico,1976,2,795000.0,480035.0,60.4,438745.0,55.2,41290.0,8.6,1976-02-01
36,New York,1976,2,13202000.0,7659445.0,58.0,6871925.0,52.1,787520.0,10.3,1976-02-01
51000,New York city,1976,2,5692000.0,3065658.0,53.9,2722198.0,47.8,343460.0,11.2,1976-02-01
37,North Carolina,1976,2,3905000.0,2594800.0,66.4,2425263.0,62.1,169537.0,6.5,1976-02-01
38,North Dakota,1976,2,443000.0,276880.0,62.5,267097.0,60.3,9783.0,3.5,1976-02-01
39,Ohio,1976,2,7706000.0,4750478.0,61.6,4366743.0,56.7,383735.0,8.1,1976-02-01
40,Oklahoma,1976,2,2003000.0,1187857.0,59.3,1118938.0,55.9,68919.0,5.8,1976-02-01
41,Oregon,1976,2,1720000.0,1080139.0,62.8,977368.0,56.8,102771.0,9.5,1976-02-01
42,Pennsylvania,1976,2,8780000.0,5121535.0,58.3,4707610.0,53.6,413925.0,8.1,1976-02-01
44,Rhode Island,1976,2,692000.0,441085.0,63.7,406968.0,58.8,34117.0,7.7,1976-02-01
45,South Carolina,1976,2,1988000.0,1295491.0,65.2,1200448.0,60.4,95043.0,7.3,1976-02-01
46,South Dakota,1976,2,478000.0,309053.0,64.7,298798.0,62.5,10255.0,3.3,1976-02-01
47,Tennessee,1976,2,3084000.0,1834895.0,59.5,1724573.0,55.9,110322.0,6.0,1976-02-01
48,Texas,1976,2,8844000.0,5613631.0,63.5,5285584.0,59.8,328047.0,5.8,1976-02-01
49,Utah,1976,2,826000.0,517127.0,62.6,486873.0,58.9,30254.0,5.9,1976-02-01
50,Vermont,1976,2,340000.0,216007.0,63.5,197554.0,58.1,18453.0,8.5,1976-02-01
51,Virginia,1976,2,3543000.0,2326999.0,65.7,2186785.0,61.7,140214.0,6.0,1976-02-01
53,Washington,1976,2,2604000.0,1582462.0,60.8,1447744.0,55.6,134718.0,8.5,1976-02-01
54,West Virginia,1976,2,1355000.0,710194.0,52.4,657606.0,48.5,52588.0,7.4,1976-02-01
55,Wisconsin,1976,2,3248000.0,2128970.0,65.5,2005488.0,61.7,123482.0,5.8,1976-02-01
56,Wyoming,1976,2,271000.0,176215.0,65.0,168972.0,62.4,7243.0,4.1,1976-02-01
1,Alabama,1976,3,2615000.0,1486172.0,56.8,1388303.0,53.1,97869.0,6.6,1976-03-01
2,Alaska,1976,3,236000.0,160663.0,68.1,149350.0,63.3,11313.0,7.0,1976-03-01
4,Arizona,1976,3,1631000.0,963342.0,59.1,865188.0,53.0,98154.0,10.2,1976-03-01
5,Arkansas,1976,3,1539000.0,889444.0,57.8,824708.0,53.6,64736.0,7.3,1976-03-01
6,California,1976,3,15694000.0,9762441.0,62.2,8872549.0,56.5,889892.0,9.1,1976-03-01
37,Los Angeles County,1976,3,5292000.0,3370116.0,63.7,3073470.0,58.1,296646.0,8.8,1976-03-01
8,Colorado,1976,3,1841000.0,1231229.0,66.9,1160933.0,63.1,70296.0,5.7,1976-03-01
9,Connecticut,1976,3,2253000.0,1440462.0,63.9,1301184.0,57.8,139278.0,9.7,1976-03-01
10,Delaware,1976,3,418000.0,261476.0,62.6,240619.0,57.6,20857.0,8.0,1976-03-01
11,District of Columbia,1976,3,519000.0,335023.0,64.6,305775.0,58.9,29248.0,8.7,1976-03-01
12,Florida,1976,3,6452000.0,3580840.0,55.5,3236509.0,50.2,344331.0,9.6,1976-03-01
13,Georgia,1976,3,3534000.0,2244744.0,63.5,2057458.0,58.2,187286.0,8.3,1976-03-01
15,Hawaii,1976,3,586000.0,407567.0,69.6,368557.0,62.9,39010.0,9.6,1976-03-01
16,Idaho,1976,3,583000.0,365933.0,62.8,345578.0,59.3,20355.0,5.6,1976-03-01
17,Illinois,1976,3,8146000.0,5125441.0,62.9,4787071.0,58.8,338370.0,6.6,1976-03-01
18,Indiana,1976,3,3797000.0,2424282.0,63.8,2265943.0,59.7,158339.0,6.5,1976-03-01
19,Iowa,1976,3,2072000.0,1329743.0,64.2,1271615.0,61.4,58128.0,4.4,1976-03-01
20,Kansas,1976,3,1640000.0,1066000.0,65.0,1021134.0,62.3,44866.0,4.2,1976-03-01
21,Kentucky,1976,3,2470000.0,1487375.0,60.2,1403888.0,56.8,83487.0,5.6,1976-03-01
22,Louisiana,1976,3,2685000.0,1518248.0,56.5,1422210.0,53.0,96038.0,6.3,1976-03-01
23,Maine,1976,3,767000.0,474452.0,61.9,433490.0,56.5,40962.0,8.6,1976-03-01
24,Maryland,1976,3,2962000.0,1897262.0,64.1,1774503.0,59.9,122759.0,6.5,1976-03-01
25,Massachusetts,1976,3,4201000.0,2715151.0,64.6,2428426.0,57.8,286725.0,10.6,1976-03-01
26,Michigan,1976,3,6430000.0,3952812.0,61.5,3561404.0,55.4,391408.0,9.9,1976-03-01
27,Minnesota,1976,3,2797000.0,1826119.0,65.3,1720116.0,61.5,106003.0,5.8,1976-03-01
28,Mississippi,1976,3,1647000.0,963846.0,58.5,900604.0,54.7,63242.0,6.6,1976-03-01
29,Missouri,1976,3,3473000.0,2095001.0,60.3,1969277.0,56.7,125724.0,6.0,1976-03-01
30,Montana,1976,3,533000.0,331939.0,62.3,312368.0,58.6,19571.0,5.9,1976-03-01
31,Nebraska,1976,3,1097000.0,708334.0,64.6,685622.0,62.5,22712.0,3.2,1976-03-01
32,Nevada,1976,3,456000.0,321686.0,70.5,292190.0,64.1,29496.0,9.2,1976-03-01
33,New Hampshire,1976,3,596000.0,390329.0,65.5,364826.0,61.2,25503.0,6.5,1976-03-01
34,New Jersey,1976,3,5367000.0,3295544.0,61.4,2958434.0,55.1,337110.0,10.2,1976-03-01
35,New Mexico,1976,3,798000.0,480143.0,60.2,438895.0,55.0,41248.0,8.6,1976-03-01
36,New York,1976,3,13207000.0,7660215.0,58.0,6875212.0,52.1,785003.0,10.2,1976-03-01
51000,New York city,1976,3,5690000.0,3065397.0,53.9,2722771.0,47.9,342626.0,11.2,1976-03-01
37,North Carolina,1976,3,3912000.0,2595586.0,66.3,2426984.0,62.0,168602.0,6.5,1976-03-01
38,North Dakota,1976,3,444000.0,276893.0,62.4,267140.0,60.2,9753.0,3.5,1976-03-01
39,Ohio,1976,3,7711000.0,4751328.0,61.6,4368429.0,56.7,382899.0,8.1,1976-03-01
40,Oklahoma,1976,3,2007000.0,1187569.0,59.2,1118933.0,55.8,68636.0,5.8,1976-03-01
41,Oregon,1976,3,1724000.0,1079205.0,62.6,977310.0,56.7,101895.0,9.4,1976-03-01
42,Pennsylvania,1976,3,8786000.0,5122602.0,58.3,4707066.0,53.6,415536.0,8.1,1976-03-01
44,Rhode Island,1976,3,693000.0,441262.0,63.7,407226.0,58.8,34036.0,7.7,1976-03-01
45,South Carolina,1976,3,1992000.0,1295257.0,65.0,1200874.0,60.3,94383.0,7.3,1976-03-01
46,South Dakota,1976,3,478000.0,308986.0,64.6,298885.0,62.5,10101.0,3.3,1976-03-01
47,Tennessee,1976,3,3091000.0,1834582.0,59.4,1724652.0,55.8,109930.0,6.0,1976-03-01
48,Texas,1976,3,8870000.0,5617045.0,63.3,5287449.0,59.6,329596.0,5.9,1976-03-01
49,Utah,1976,3,828000.0,517338.0,62.5,487126.0,58.8,30212.0,5.8,1976-03-01
50,Vermont,1976,3,341000.0,216182.0,63.4,197690.0,58.0,18492.0,8.6,1976-03-01
51,Virginia,1976,3,3551000.0,2326893.0,65.5,2187481.0,61.6,139412.0,6.0,1976-03-01
53,Washington,1976,3,2611000.0,1582492.0,60.6,1448264.0,55.5,134228.0,8.5,1976-03-01
54,West Virginia,1976,3,1358000.0,710718.0,52.3,658015.0,48.5,52703.0,7.4,1976-03-01
55,Wisconsin,1976,3,3252000.0,2129130.0,65.5,2006210.0,61.7,122920.0,5.8,1976-03-01
56,Wyoming,1976,3,272000.0,176310.0,64.8,169099.0,62.2,7211.0,4.1,1976-03-01
1,Alabama,1976,4,2620000.0,1488773.0,56.8,1392012.0,53.1,96761.0,6.5,1976-04-01
2,Alaska,1976,4,237000.0,161579.0,68.2,150293.0,63.4,11286.0,7.0,1976-04-01
4,Arizona,1976,4,1636000.0,966551.0,59.1,869736.0,53.2,96815.0,10.0,1976-04-01
5,Arkansas,1976,4,1541000.0,889753.0,57.7,825794.0,53.6,63959.0,7.2,1976-04-01
6,California,1976,4,15731000.0,9779341.0,62.2,8898260.0,56.6,881081.0,9.0,1976-04-01
37,Los Angeles County,1976,4,5302000.0,3373285.0,63.6,3079341.0,58.1,293944.0,8.7,1976-04-01
8,Colorado,1976,4,1846000.0,1230613.0,66.7,1161132.0,62.9,69481.0,5.6,1976-04-01
9,Connecticut,1976,4,2255000.0,1444710.0,64.1,1306695.0,57.9,138015.0,9.6,1976-04-01
10,Delaware,1976,4,419000.0,261874.0,62.5,240513.0,57.4,21361.0,8.2,1976-04-01
11,District of Columbia,1976,4,518000.0,334485.0,64.6,305689.0,59.0,28796.0,8.6,1976-04-01
12,Florida,1976,4,6468000.0,3582925.0,55.4,3243816.0,50.2,339109.0,9.5,1976-04-01
13,Georgia,1976,4,3540000.0,2249912.0,63.6,2064393.0,58.3,185519.0,8.2,1976-04-01
15,Hawaii,1976,4,588000.0,408037.0,69.4,369504.0,62.8,38533.0,9.4,1976-04-01
16,Idaho,1976,4,585000.0,367194.0,62.8,346778.0,59.3,20416.0,5.6,1976-04-01
17,Illinois,1976,4,8155000.0,5133074.0,62.9,4795040.0,58.8,338034.0,6.6,1976-04-01
18,Indiana,1976,4,3801000.0,2426481.0,63.8,2273744.0,59.8,152737.0,6.3,1976-04-01
19,Iowa,1976,4,2075000.0,1330963.0,64.1,1274056.0,61.4,56907.0,4.3,1976-04-01
20,Kansas,1976,4,1642000.0,1068420.0,65.1,1023588.0,62.3,44832.0,4.2,1976-04-01
21,Kentucky,1976,4,2475000.0,1489193.0,60.2,1406066.0,56.8,83127.0,5.6,1976-04-01
22,Louisiana,1976,4,2692000.0,1520706.0,56.5,1423368.0,52.9,97338.0,6.4,1976-04-01
23,Maine,1976,4,769000.0,475218.0,61.8,434540.0,56.5,40678.0,8.6,1976-04-01
24,Maryland,1976,4,2966000.0,1899792.0,64.1,1776113.0,59.9,123679.0,6.5,1976-04-01
25,Massachusetts,1976,4,4204000.0,2715429.0,64.6,2433934.0,57.9,281495.0,10.4,1976-04-01
26,Michigan,1976,4,6436000.0,3962438.0,61.6,3575206.0,55.6,387232.0,9.8,1976-04-01
27,Minnesota,1976,4,2802000.0,1830321.0,65.3,1726097.0,61.6,104224.0,5.7,1976-04-01
28,Mississippi,1976,4,1650000.0,965206.0,58.5,903451.0,54.8,61755.0,6.4,1976-04-01
29,Missouri,1976,4,3477000.0,2100672.0,60.4,1974284.0,56.8,126388.0,6.0,1976-04-01
30,Montana,1976,4,534000.0,331813.0,62.1,312319.0,58.5,19494.0,5.9,1976-04-01
31,Nebraska,1976,4,1098000.0,709213.0,64.6,687043.0,62.6,22170.0,3.1,1976-04-01
32,Nevada,1976,4,458000.0,322860.0,70.5,293728.0,64.1,29132.0,9.0,1976-04-01
33,New Hampshire,1976,4,598000.0,392335.0,65.6,366764.0,61.3,25571.0,6.5,1976-04-01
34,New Jersey,1976,4,5372000.0,3303355.0,61.5,2964587.0,55.2,338768.0,10.3,1976-04-01
35,New Mexico,1976,4,801000.0,481645.0,60.1,440280.0,55.0,41365.0,8.6,1976-04-01
36,New York,1976,4,13213000.0,7667961.0,58.0,6885824.0,52.1,782137.0,10.2,1976-04-01
51000,New York city,1976,4,5689000.0,3068554.0,53.9,2726381.0,47.9,342173.0,11.2,1976-04-01
37,North Carolina,1976,4,3919000.0,2599219.0,66.3,2434533.0,62.1,164686.0,6.3,1976-04-01
38,North Dakota,1976,4,444000.0,277562.0,62.5,267684.0,60.3,9878.0,3.6,1976-04-01
39,Ohio,1976,4,7716000.0,4751752.0,61.6,4374551.0,56.7,377201.0,7.9,1976-04-01
40,Oklahoma,1976,4,2011000.0,1187980.0,59.1,1120021.0,55.7,67959.0,5.7,1976-04-01
41,Oregon,1976,4,1728000.0,1080341.0,62.5,980025.0,56.7,100316.0,9.3,1976-04-01
42,Pennsylvania,1976,4,8792000.0,5126048.0,58.3,4709038.0,53.6,417010.0,8.1,1976-04-01
44,Rhode Island,1976,4,693000.0,441646.0,63.7,407652.0,58.8,33994.0,7.7,1976-04-01
45,South Carolina,1976,4,1996000.0,1295058.0,64.9,1202600.0,60.3,92458.0,7.1,1976-04-01
46,South Dakota,1976,4,479000.0,309381.0,64.6,299531.0,62.5,9850.0,3.2,1976-04-01
47,Tennessee,1976,4,3097000.0,1837926.0,59.3,1728303.0,55.8,109623.0,6.0,1976-04-01
48,Texas,1976,4,8896000.0,5640570.0,63.4,5306954.0,59.7,333616.0,5.9,1976-04-01
49,Utah,1976,4,830000.0,519146.0,62.5,489229.0,58.9,29917.0,5.8,1976-04-01
50,Vermont,1976,4,341000.0,216980.0,63.6,198487.0,58.2,18493.0,8.5,1976-04-01
51,Virginia,1976,4,3559000.0,2328462.0,65.4,2190759.0,61.6,137703.0,5.9,1976-04-01
53,Washington,1976,4,2617000.0,1588022.0,60.7,1453403.0,55.5,134619.0,8.5,1976-04-01
54,West Virginia,1976,4,1360000.0,711417.0,52.3,658570.0,48.4,52847.0,7.4,1976-04-01
55,Wisconsin,1976,4,3256000.0,2132493.0,65.5,2011414.0,61.8,121079.0,5.7,1976-04-01
56,Wyoming,1976,4,273000.0,177328.0,65.0,170189.0,62.3,7139.0,4.0,1976-04-01
1,Alabama,1976,5,2626000.0,1492486.0,56.8,1396244.0,53.2,96242.0,6.4,1976-05-01
2,Alaska,1976,5,239000.0,162885.0,68.2,151490.0,63.4,11395.0,7.0,1976-05-01
4,Arizona,1976,5,1642000.0,971452.0,59.2,875830.0,53.3,95622.0,9.8,1976-05-01
5,Arkansas,1976,5,1542000.0,890591.0,57.8,827725.0,53.7,62866.0,7.1,1976-05-01
6,California,1976,5,15768000.0,9808917.0,62.2,8933049.0,56.7,875868.0,8.9,1976-05-01
37,Los Angeles County,1976,5,5311000.0,3378736.0,63.6,3086404.0,58.1,292332.0,8.7,1976-05-01
8,Colorado,1976,5,1850000.0,1230693.0,66.5,1161582.0,62.8,69111.0,5.6,1976-05-01
9,Connecticut,1976,5,2257000.0,1450659.0,64.3,1314161.0,58.2,136498.0,9.4,1976-05-01
10,Delaware,1976,5,420000.0,262488.0,62.5,240393.0,57.2,22095.0,8.4,1976-05-01
11,District of Columbia,1976,5,518000.0,333632.0,64.4,305301.0,58.9,28331.0,8.5,1976-05-01
12,Florida,1976,5,6483000.0,3586919.0,55.3,3253738.0,50.2,333181.0,9.3,1976-05-01
13,Georgia,1976,5,3547000.0,2257245.0,63.6,2073748.0,58.5,183497.0,8.1,1976-05-01
15,Hawaii,1976,5,590000.0,408698.0,69.3,370752.0,62.8,37946.0,9.3,1976-05-01
16,Idaho,1976,5,587000.0,369051.0,62.9,348547.0,59.4,20504.0,5.6,1976-05-01
17,Illinois,1976,5,8164000.0,5142758.0,63.0,4804414.0,58.8,338344.0,6.6,1976-05-01
18,Indiana,1976,5,3806000.0,2430949.0,63.9,2284714.0,60.0,146235.0,6.0,1976-05-01
19,Iowa,1976,5,2078000.0,1332817.0,64.1,1277434.0,61.5,55383.0,4.2,1976-05-01
20,Kansas,1976,5,1644000.0,1071962.0,65.2,1027250.0,62.5,44712.0,4.2,1976-05-01
21,Kentucky,1976,5,2480000.0,1491671.0,60.1,1409052.0,56.8,82619.0,5.5,1976-05-01
22,Louisiana,1976,5,2699000.0,1524862.0,56.5,1425478.0,52.8,99384.0,6.5,1976-05-01
23,Maine,1976,5,771000.0,476076.0,61.7,435724.0,56.5,40352.0,8.5,1976-05-01
24,Maryland,1976,5,2971000.0,1904257.0,64.1,1778987.0,59.9,125270.0,6.6,1976-05-01
25,Massachusetts,1976,5,4207000.0,2717944.0,64.6,2443287.0,58.1,274657.0,10.1,1976-05-01
26,Michigan,1976,5,6442000.0,3974858.0,61.7,3593733.0,55.8,381125.0,9.6,1976-05-01
27,Minnesota,1976,5,2806000.0,1836736.0,65.5,1733877.0,61.8,102859.0,5.6,1976-05-01
28,Mississippi,1976,5,1653000.0,966966.0,58.5,906480.0,54.8,60486.0,6.3,1976-05-01
29,Missouri,1976,5,3481000.0,2109045.0,60.6,1981458.0,56.9,127587.0,6.0,1976-05-01
30,Montana,1976,5,535000.0,331762.0,62.0,312291.0,58.4,19471.0,5.9,1976-05-01
31,Nebraska,1976,5,1100000.0,710813.0,64.6,689144.0,62.6,21669.0,3.0,1976-05-01
32,Nevada,1976,5,460000.0,324545.0,70.6,295870.0,64.3,28675.0,8.8,1976-05-01
33,New Hampshire,1976,5,599000.0,395133.0,66.0,369477.0,61.7,25656.0,6.5,1976-05-01
34,New Jersey,1976,5,5376000.0,3312856.0,61.6,2971644.0,55.3,341212.0,10.3,1976-05-01
35,New Mexico,1976,5,804000.0,483813.0,60.2,442206.0,55.0,41607.0,8.6,1976-05-01
36,New York,1976,5,13219000.0,7679696.0,58.1,6898103.0,52.2,781593.0,10.2,1976-05-01
51000,New York city,1976,5,5687000.0,3073809.0,54.0,2731012.0,48.0,342797.0,11.2,1976-05-01
37,North Carolina,1976,5,3926000.0,2604095.0,66.3,2444121.0,62.3,159974.0,6.1,1976-05-01
38,North Dakota,1976,5,445000.0,278598.0,62.6,268494.0,60.3,10104.0,3.6,1976-05-01
39,Ohio,1976,5,7721000.0,4751468.0,61.5,4382002.0,56.8,369466.0,7.8,1976-05-01
40,Oklahoma,1976,5,2015000.0,1188967.0,59.0,1121618.0,55.7,67349.0,5.7,1976-05-01
41,Oregon,1976,5,1732000.0,1083526.0,62.6,984398.0,56.8,99128.0,9.1,1976-05-01
42,Pennsylvania,1976,5,8798000.0,5129984.0,58.3,4713619.0,53.6,416365.0,8.1,1976-05-01
44,Rhode Island,1976,5,694000.0,442001.0,63.7,407970.0,58.8,34031.0,7.7,1976-05-01
45,South Carolina,1976,5,2001000.0,1295199.0,64.7,1204682.0,60.2,90517.0,7.0,1976-05-01
46,South Dakota,1976,5,480000.0,310110.0,64.6,300442.0,62.6,9668.0,3.1,1976-05-01
47,Tennessee,1976,5,3103000.0,1843927.0,59.4,1734261.0,55.9,109666.0,5.9,1976-05-01
48,Texas,1976,5,8922000.0,5672450.0,63.6,5334715.0,59.8,337735.0,6.0,1976-05-01
49,Utah,1976,5,833000.0,521688.0,62.6,492150.0,59.1,29538.0,5.7,1976-05-01
